DLGFile,TotalLines,SpeakerCount,TopSpeakers,StrRefMin,StrRefMax,HasLegacyLines
CIVFRUS1.DLG,5,1,Civfrus1 (5),29697,29701,No
CIVIL03.DLG,5,1,Civil03 (5),29591,29595,No
CLTCUT01.DLG,5,1,Cltcut01 (5),50152,50161,No
CSCOWL1.DLG,5,1,Cscowl1 (5),16783,59773,No
D1SAREV.DLG,5,1,D1Sarev (5),66213,66221,No
DELNOB02.DLG,5,1,Delnob02 (5),29005,29027,No
DENKOD.DLG,5,3,Denkod (2); Bjaheir (2); Cedruid2 (1),9613,20600,No
DIRLAI.DLG,5,3,Cefaldor (3); Bviconi (1); Bmazzy (1),9619,9634,Yes
DREAM2.DLG,5,1,Dream2 (5),34547,34566,No
DRSHCH01.DLG,5,1,Drshch01 (5),49149,49153,No
ELEPRV01.DLG,5,1,Eleprv01 (5),48277,48290,No
ESCORT4.DLG,5,1,Escort4 (5),16752,16758,No
EXAPP1.DLG,5,1,Exapp1 (5),23667,23674,No
EXAPP2.DLG,5,1,Exapp2 (5),23665,23675,No
FARM3.DLG,5,3,Farm3 (2); Edwin (2); Cederil (1),3315,8985,No
FATMBA.DLG,5,1,Fatmba (5),13983,13988,No
FCOOK2.DLG,5,3,Fcook2 (3); Anomen (1); Cerndj (1),920,10674,No
FETCH.DLG,5,1,Fetch (5),36577,36583,No
FFCUST09.DLG,5,1,Ffcust09 (5),25661,25666,No
FLAMBRID.DLG,5,1,Flambrid (5),20556,20561,No
FOOD.DLG,5,1,Food (5),36584,36590,No
FRIWEN.DLG,5,4,Friwen (2); Baronp (1); Bminsc (1); Ceglut (1),1464,9020,No
FTOBE4.DLG,5,3,Cernd (2); Ftobe4 (2); Cederil (1),8090,9064,No
FTOBE7.DLG,5,2,Ftobe7 (4); Cederil (1),8179,9061,No
FTOBE8.DLG,5,2,Banomen (4); Cederil (1),8185,9060,No
FTOWB4.DLG,5,5,Ftowb4 (1); Banomen (1); Cerndj (1); Bkorgan (1); Cederil (1),8807,8994,No
FTOWB6.DLG,5,2,Bviconi (4); Cederil (1),8814,8996,Yes
FTOWB7.DLG,5,3,Bviconi (3); Banomen (1); Cerndj (1),8818,8997,Yes
FULADY.DLG,5,1,Fulady (5),46178,46184,No
GIRBA2.DLG,5,2,Bviconi (4); Ceglut (1),8836,9024,Yes
GIRBA3.DLG,5,3,Bviconi (2); Ceglut (2); Girba3 (1),8840,9026,Yes
GORCAMB2.DLG,5,1,Gorcamb2 (5),67266,67270,No
GPHIL01.DLG,5,1,Gphil01 (5),29548,29562,No
GRETEK.DLG,5,1,Beggar2 (5),19561,19565,No
HAWKER01.DLG,5,1,Hawker01 (5),60857,60861,No
HEARTG3.DLG,5,1,Heartg3 (5),25402,36789,No
HGFLEE.DLG,5,1,Hgflee (5),51444,51450,No
HOUSG1.DLG,5,3,Cernd (3); Housg1 (1); Cedruid1 (1),8116,9252,No
ICHARY.DLG,5,1,Ichary (5),18487,18492,No
IMRAE.DLG,5,1,Imrae (5),8431,8437,No
IRONM2.DLG,5,2,Celogan (4); Ironm2 (1),7654,9206,No
IRONM3.DLG,5,4,Celogan (2); Anomen (1); Delryng1 (1); Bjan (1),7658,9209,No
KALAH.DLG,5,1,Emitar (5),20296,20302,No
KAYL1.DLG,5,1,Kayl1 (5),8025,8050,No
KPBUTL01.DLG,5,1,Kpbutl01 (5),40166,40170,No
KPCOOK01.DLG,5,1,Kpcook01 (5),40149,40153,No
KPFARM02.DLG,5,1,Kpfarm02 (5),40583,40607,No
KPMAID02.DLG,5,1,Kpmaid02 (5),40160,40164,No
LANTAN.DLG,5,1,Lantan (5),19256,19260,No
LARYSS.DLG,5,2,Laryss (4); Edwin (1),18396,18408,No
LAUDEN.DLG,5,2,Jaheira (3); Cefaldor (2),9615,20574,No
LESLEY.DLG,5,1,Lesley (5),18622,18626,No
LOVEONE4.DLG,5,1,Loveone4 (5),66007,66016,No
MARVIN.DLG,5,1,Marvin (5),18595,18603,No
MCOOK5.DLG,5,2,Anomen (4); Mcook5 (1),7634,9183,No
MINERC.DLG,5,3,Minerc (3); Edwin (1); Bkeldor (1),917,9160,No
MOURNER2.DLG,5,1,Mourner2 (5),26561,26565,No
MOURNER3.DLG,5,1,Mourner3 (5),26532,26549,No
MOURNER4.DLG,5,1,Mourner4 (5),26534,26550,No
MOURNER8.DLG,5,1,Mourner8 (5),31437,31445,No
MTOB7.DLG,5,4,Mtob7 (2); Ceigarol (1); Cerndj (1); Bedwin (1),8792,9175,No
MTOB9.DLG,5,5,Cerndj (1); Mtob9 (1); Ceigarol (1); Banomen (1); Bjan (1),8799,9173,No
NALIAMES.DLG,5,2,Naliames (4); Kivan (1),414,61130,No
NASHA.DLG,5,1,Nasha (5),15087,15091,No
OBSDEM05.DLG,5,1,Obsdem05 (5),50040,50045,No
OCELLI.DLG,5,2,Hervo (4); Kalah2 (1),18876,18885,No
OHDBY02.DLG,5,1,Ohdby02 (5),92599,92610,No
OHDCRUSA.DLG,5,1,Ohdcrusa (5),89661,89665,No
OHHGG01.DLG,5,1,Ohhgg01 (5),83385,83391,No
OHHGHST2.DLG,5,1,Ohhghst2 (5),80986,80993,No
OHNREDW3.DLG,5,1,Ohnredw3 (5),93223,93282,No
OHNREDW4.DLG,5,1,Ohnredw4 (5),93224,93283,No
OHNREDW.DLG,5,1,Ohnredw (5),88171,88179,No
OHNSUB55.DLG,5,2,Ohnsub55 (3); Ohnsub11 (2),93139,93150,No
OHNSUB69.DLG,5,2,Ohnsub69 (3); Ohnsub11 (2),93146,93150,No
OHNSUB9.DLG,5,2,Ohnsub9 (3); Ohnsub11 (2),93136,93150,No
OHNWMC13.DLG,5,2,Ohnwmc13 (4); Bounha (1),167,93133,No
OHRACOLY.DLG,5,1,Ohracoly (5),87228,87233,No
OHRBULL2.DLG,5,1,Ohrbull2 (5),80812,80823,No
OHRFASSA.DLG,5,1,Ohrfassa (5),84858,84863,No
OLIVIA.DLG,5,3,Jaheirap (2); Genie1 (2); Byoshim (1),5078,15485,No
PHAERS.DLG,5,2,Hervo (4); Jaheirap (1),18766,18771,No
PIRCOM01.DLG,5,1,Pircom01 (5),54077,54083,No
PIRCOM02.DLG,5,1,Pircom02 (5),54084,54088,No
PIRCOM1.DLG,5,1,Pircom01 (5),54077,54083,No
PIRDOC01.DLG,5,1,Pirdoc01 (5),54069,54075,No
PIRFSH02.DLG,5,1,Pirfsh02 (5),48100,48104,No
PIRPIR10.DLG,5,1,Pirpir10 (5),48071,48075,No
POISOD.DLG,5,1,Poisod (5),9283,9287,No
PROST5.DLG,5,3,Prost5 (3); Keldor (1); Bmazzy (1),8279,9101,No
RUFFIE.DLG,5,1,Ruffie (5),18584,18589,No
SAHSPC01.DLG,5,1,Sahspc01 (5),49723,49731,No
SAILDAN.DLG,5,3,Mugger1 (3); Boy1 (1); Brat1 (1),19624,19628,No
SAILJOS.DLG,5,5,Brat1 (1); Brat2 (1); Circg1 (1); Ftown3 (1); Jatermin (1),19629,19633,No
SARBAR02.DLG,5,1,Sarbar02 (5),71120,71124,No
SHAGRL01.DLG,5,1,Shagrl01 (5),33367,41586,No
SHALAS.DLG,5,1,Beggar2 (5),19605,19609,No
SHANK.DLG,5,1,Shank (5),26333,26358,No
SHOP07.DLG,5,1,Shop07 (5),14641,24763,No
SHOP08.DLG,5,1,Shop08 (5),29416,29900,No
SLHALF01.DLG,5,1,Slhalf01 (5),19994,20004,No
SLYTHE.DLG,5,4,Messen (2); Jagalvar (1); Csimoen (1); Slythe (1),17030,17998,No
STGUARD3.DLG,5,2,Mtownul (3); Stguard3 (2),21334,21338,No
SUELF11.DLG,5,1,Suelf11 (5),57795,57801,No
SUELF9.DLG,5,1,Suelf9 (5),57790,57794,No
SURREY.DLG,5,4,Bernard (2); Jaheira (1); Surrey (1); Jaheirap (1),18638,18654,Yes
SWSFOLL6.DLG,5,1,Swsfoll6 (5),27297,27331,No
TALMISS.DLG,5,1,Talmiss (5),30221,30225,No
TARTUS.DLG,5,2,Llarsh (3); Tartus (2),18889,19052,No
THIEFF.DLG,5,3,Bcernd (2); Ftown2 (2); Ftown1 (1),14196,14631,No
TIRTHOLD.DLG,5,1,Tirthold (5),24831,24837,No
TOBPAR01.DLG,5,1,Tobpar01 (5),72779,72783,No
TOT.DLG,5,2,Banmer (3); Tot (2),1942,22182,No
TOWNCR.DLG,5,5,Towncr (1); Edwin (1); Bviconi (1); Cederil (1); Rielev (1),2374,11791,Yes
TRCUT06.DLG,5,1,Trcut06 (5),43691,43701,No
TRKID03.DLG,5,1,Trkid03 (5),44415,44419,No
TRKID04.DLG,5,1,Trkid04 (5),44420,44424,No
TRPLE03.DLG,5,1,Trple03 (5),47359,47363,No
UDCOM03.DLG,5,1,Udcom03 (5),52904,52908,No
UDDROW14.DLG,5,1,Uddrow14 (5),52790,62053,No
UDDROW29.DLG,5,1,Uddrow29 (5),52866,52876,No
UDDROW34.DLG,5,1,Uddrow29 (5),52866,52876,No
UDTRAP03.DLG,5,1,Udtrap03 (5),50596,50602,No
VICFAN2.DLG,5,1,Vicfan2 (5),29407,29452,No
VICG2.DLG,5,1,Vicfan2 (5),29407,29452,No
VICTOWN1.DLG,5,1,Victown1 (5),29404,29477,No
VIVIEN.DLG,5,1,Llarsh (5),19134,19149,No
WCUST04.DLG,5,1,Wcust04 (5),28877,29014,No
XAPPREN1.DLG,5,1,Exapp1 (5),23667,23674,No
XAPPREN2.DLG,5,1,Exapp2 (5),23665,23675,No
ALGERN.DLG,4,1,Algern (4),15114,15117,No
AMARCH01.DLG,4,1,Amarch01 (4),66745,66748,No
AMBOY01.DLG,4,1,Amboy01 (4),67197,67202,No
AMFEM02.DLG,4,1,Amfem02 (4),67189,73789,No
AMMAJIRA.DLG,4,1,Ammajira (4),71664,73971,No
AMMAN02.DLG,4,1,Amman02 (4),67182,73791,No
AMMONK01.DLG,4,1,Ammonk01 (4),66653,66670,No
AMSMUG01.DLG,4,1,Amsmug01 (4),71932,71935,No
AMWAR02.DLG,4,1,Amwar02 (4),67336,67339,No
ARNFGT06.DLG,4,1,Arnfgt06 (4),35881,51079,No
BDOCK2.DLG,4,1,Bdock2 (4),26319,57531,No
BMERCH1.DLG,4,1,Bmerch1 (4),26313,26326,No
BOYBA2.DLG,4,1,Boyba2 (4),8826,8945,No
BOYBE1.DLG,4,2,Banomen (3); Boybe1 (1),8189,8947,No
BOYBE2.DLG,4,2,Banomen (2); Boybe2 (2),8198,8948,No
BUBBLES.DLG,4,1,Bubbles (4),26338,26360,No
C6ARKAN.DLG,4,1,C6Arkan (4),53486,55914,No
C6CATTI1.DLG,4,1,C6Catti1 (4),53297,53426,No
C6REGIS1.DLG,4,1,C6Regis1 (4),53329,53440,No
C6WULF1.DLG,4,1,C6Wulf1 (4),53328,53442,No
CHALRV01.DLG,4,1,Chalrv01 (4),72480,72483,No
CLTCUT02.DLG,4,1,Cltcut02 (4),50153,50159,No
CSCLERIC.DLG,4,1,Cscleric (4),20817,20844,No
DADROW22.DLG,4,1,Dadrow22 (4),57460,57463,No
DAWNMAS.DLG,4,1,Dawnmas (4),32300,32303,No
DELNOB01.DLG,4,1,Delnob01 (4),28996,29001,No
DELTOW03.DLG,4,1,Deltow03 (4),28988,28993,No
DMREST.DLG,4,1,Dmrest (4),55832,55885,No
DRSTATU1.DLG,4,1,Drstatu1 (4),59651,59686,No
DRSTATU2.DLG,4,1,Drstatu2 (4),59653,59711,No
EURIC.DLG,4,2,Euric (3); Drunk1 (1),15242,15246,No
FARM4.DLG,4,4,Bminsc (1); Baerie (1); Farm4 (1); Cerndj (1),3317,8986,No
FATWBA.DLG,4,1,Fatwba (4),13989,13992,No
FCOOK3.DLG,4,2,Anomen (3); Cerndj (1),7638,8992,No
FFCOOK.DLG,4,1,Ffcook (4),25689,25692,No
FFCUST07.DLG,4,1,Ffcust07 (4),25675,25680,No
FFSLEEP.DLG,4,2,Bviconi (3); Ffsleep (1),10163,10170,Yes
FIRKRA03.DLG,4,1,Firkra03 (4),34227,34378,No
FTOBE6.DLG,4,3,Anomen (2); Ftobe6 (1); Cederil (1),8176,9062,No
FTOBE9.DLG,4,3,Cernd (2); Ftobe9 (1); Cederil (1),8129,9059,No
FTOWB5.DLG,4,3,Bviconi (2); Banomen (1); Cerndj (1),8811,8995,Yes
FTOWBAS.DLG,4,2,Bviconi (3); Ftowbas (1),9773,9778,Yes
GIRBA1.DLG,4,2,Bviconi (3); Ceglut (1),8833,9023,Yes
GIRL1.DLG,4,1,Girl1 (4),17689,17692,No
GORD.DLG,4,1,Gord (4),18579,18583,No
GROMG02.DLG,4,1,Gromg02 (4),64004,64014,No
GUARD1.DLG,4,2,Guard1 (3); Alvahe (1),16187,24947,No
HAQUAT.DLG,4,1,Haquat (4),30696,30703,No
HELMPR.DLG,4,1,Helmpr (4),32296,32299,No
HLKANG.DLG,4,1,Hlkang (4),56230,56234,No
HLLICH.DLG,4,1,Hllich (4),55973,55976,No
ILMAN01.DLG,4,1,Ilman01 (4),29049,29052,No
JARDAK.DLG,4,2,Hervo (3); Jardak (1),18810,18814,No
JARLICH.DLG,4,1,Jarlich (4),57038,57147,No
KEVIN.DLG,4,2,Idryad2 (3); Idryad1 (1),11260,11265,No
KIVANJ.DLG,4,2,Escort1 (2); Jagalvar (2),16635,17226,No
KPGATE02.DLG,4,1,Kpgate02 (4),40684,40687,No
KPROEN02.DLG,4,1,Kproen02 (4),40436,40666,No
KRYSTI.DLG,4,2,Krysti (3); Jagalvar (1),17034,17320,No
LACHLU.DLG,4,1,Genie1 (4),15479,15483,No
LIFE3.DLG,4,2,Life3 (3); Daerragh (1),11873,11888,No
LOUTM02.DLG,4,1,Loutm02 (4),28658,28662,No
LOVEONE1.DLG,4,1,Loveone1 (4),65932,65949,No
LOVEONE2.DLG,4,1,Loveone2 (4),65963,65975,No
LOVEONE3.DLG,4,1,Loveone3 (4),65994,66000,No
MCOOK2.DLG,4,3,Mcook2 (2); Banomen (1); Byoshim (1),8203,9186,No
MCOOK3.DLG,4,4,Bhaerda (1); Bedwin (1); Bnalia (1); Mcook3 (1),7473,9185,No
MONKD2.DLG,4,4,Bminsc (1); Baerie (1); Ceglut (1); Cerndj (1),3283,8971,No
MTOB10.DLG,4,4,Bkorgan (1); Mtob10 (1); Ceigarol (1); Keldorn (1),8803,9181,No
MTOB3.DLG,4,2,Bedwin (3); Baerie (1),7512,9179,No
MTOB8.DLG,4,3,Ceigarol (2); Cerndj (1); Keldorn (1),8796,9174,No
MTOWBAS.DLG,4,1,Mtowbas (4),9767,9772,No
MVGUARD1.DLG,4,1,Mvguard1 (4),21782,21785,No
NHUNTC.DLG,4,3,Nhuntc (2); Edwin (1); Byoshim (1),937,9147,No
NOBL11.DLG,4,2,Nobl11 (2); Bedwin (2),7489,9145,No
NOBL14.DLG,4,3,Nobl14 (2); Keldor (1); Keldorn (1),8303,9142,No
NOBLBAS.DLG,4,1,Bviconi (4),9780,9851,Yes
NOBWBAS.DLG,4,3,Bjaheir (2); Keldorn (1); Bviconi (1),9852,9855,Yes
OHBDORMA.DLG,4,1,Ohbdorma (4),90423,100610,Yes
OHBDRGD.DLG,4,1,Ohbdrgd (4),101147,101150,No
OHBGREST.DLG,4,1,Ohbgrest (4),102511,102515,No
OHBLNGGD.DLG,4,1,Ohblnggd (4),92782,92785,No
OHBSZASS.DLG,4,1,Ohbszass (4),94277,94283,Yes
OHDHOKK.DLG,4,1,Ohdhokk (4),75068,75079,Yes
OHDNOOB.DLG,4,1,Ohdnoob (4),92987,92990,No
OHDTERP.DLG,4,1,Ohdterp (4),75067,75081,Yes
OHHSARC.DLG,4,1,Ohhsarc (4),81588,87442,No
OHNAVRUM.DLG,4,1,Ohnavrum (4),98997,99000,No
OHNDNOB1.DLG,4,1,Ohndnob1 (4),88139,88158,No
OHNDNOB2.DLG,4,1,Ohndnob2 (4),88140,88159,No
OHNDNOB3.DLG,4,1,Ohndnob3 (4),88141,88160,No
OHNFELDR.DLG,4,1,Ohnfeldr (4),93086,93432,No
OHNFMER1.DLG,4,1,Ohnfmer1 (4),90820,93315,No
OHNIMIM.DLG,4,1,Ohbimim (4),92157,96016,No
OHNLEA.DLG,4,2,Ohnfeldr (3); Ohnlea (1),93084,93432,No
OHNMMER1.DLG,4,2,Ohnmerc1 (2); Ohnfmer1 (2),90817,90824,No
OHNMOLZA.DLG,4,3,Ohnmolza (2); Bystand2 (1); Dushai (1),14895,93699,No
OHNREDW2.DLG,4,1,Ohnredw2 (4),93312,93317,No
OHNREDW7.DLG,4,1,Ohnredw7 (4),90825,93154,No
OHNREDW8.DLG,4,2,Ohnredw7 (3); Ohnredw8 (1),90825,93155,No
OHRDANYS.DLG,4,1,Ohrdanys (4),84857,84867,Yes
OHRSHR21.DLG,4,1,Ohrshr21 (4),82094,82100,No
PIRBOB01.DLG,4,1,Pirbob01 (4),48255,48258,No
PIRMUR02.DLG,4,1,Pirmur02 (4),53467,56588,No
PIRPIR02.DLG,4,1,Pirpir02 (4),48079,48085,No
PPAPH2.DLG,4,1,Ppaph2 (4),45107,45156,No
PPRIDD.DLG,4,1,Ppridd (4),51520,51658,No
PPUMB01.DLG,4,1,Ppumb01 (4),47559,47564,No
PROST2.DLG,4,2,Prost2 (2); Banomen (2),8230,9104,No
PROST3.DLG,4,1,Prost3 (4),8233,9103,No
PROST8.DLG,4,3,Prost8 (2); Keldor (1); Keldorn (1),8314,9098,No
PWARDEN.DLG,4,1,Pwarden (4),37073,37076,No
QUAYLEM.DLG,4,2,Quaylem (3); Emitar (1),20303,20306,No
READ4.DLG,4,3,Read4 (2); Edwin (1); Bmazzy (1),3520,9095,No
SAHRGR03.DLG,4,1,Sahrgr03 (4),46759,46762,No
SAILNED.DLG,4,3,Mtown3 (2); Sailned (1); Jatermin (1),19634,19656,No
SAMUEL.DLG,4,2,Garren (3); Byoshim (1),5153,6377,No
SARSPIR.DLG,4,1,Sarspir (4),70964,70971,No
SENGUA04.DLG,4,1,Sengua04 (4),67472,71980,No
SERWEN.DLG,4,1,Serwen (4),8325,9086,No
SEVPAT02.DLG,4,1,Sevpat02 (4),47435,47471,No
SHADOW.DLG,4,3,Garren (2); Aerie (1); Bmazzy (1),2234,9083,No
SHARTD.DLG,4,1,Shartd (4),3312,3369,No
SHOP8.DLG,4,1,Shop08 (4),29416,29419,No
SKIEJ.DLG,4,1,Delon (4),16767,16770,No
SLAVER2.DLG,4,2,Forthe (2); Slaver2 (2),19766,19779,No
STGUARD1.DLG,4,2,Stguard1 (2); Ftownul (2),21324,21327,No
STGUARD2.DLG,4,2,Ftownul (3); Stguard2 (1),21329,21332,No
SWSFOLL4.DLG,4,1,Swsfoll4 (4),27289,27308,No
TALKNI01.DLG,4,1,Talkni01 (4),28139,28142,No
THRAXI.DLG,4,1,Thraxi (4),2307,2314,No
TORLOB.DLG,4,4,Torlob (1); Bkeldor (1); Banomen (1); Cederil (1),8470,9067,No
TOURIST.DLG,4,1,Rylock (4),22918,22922,No
TRAVE2.DLG,4,2,Banomen (3); Cederil (1),8206,9040,No
TRCUT05.DLG,4,1,Trcut05 (4),43690,43697,No
TRFUED09.DLG,4,1,Trfued09 (4),45216,45221,No
TRFUED11.DLG,4,1,Trfued11 (4),45223,45226,No
TRGENI03.DLG,4,1,Trgeni03 (4),43527,43530,No
TRLGRD01.DLG,4,1,Trlgrd01 (4),45188,45194,No
UDDROW12.DLG,4,1,Uddrow12 (4),52793,52825,No
UDDROW15.DLG,4,1,Uddrow15 (4),52791,52830,No
UDDROW25.DLG,4,1,Uddrow25 (4),52932,52936,No
UDDROW35.DLG,4,1,Uddrow35 (4),52909,52912,No
UDVICTIM.DLG,4,1,Udvictim (4),52494,52497,No
VAELAG.DLG,4,2,Blushc (3); Vaelag (1),2120,2123,No
VICG3.DLG,4,1,Vicg3 (4),29484,29501,No
VICTOWN4.DLG,4,1,Victown4 (4),29405,29479,No
VVMALE5.DLG,4,1,Vvmale5 (4),41397,41400,No
VVSTAND1.DLG,4,1,Vvstand1 (4),43099,43108,No
WARRID.DLG,4,3,Warrid (2); Keldorn (1); Byoshim (1),9261,9264,No
WAUKSTO.DLG,4,1,Wauksto (4),8337,8353,No
WILTON.DLG,4,4,Torgal (1); Edwin (1); Anomen (1); Ceglut (1),106,9036,No
WMART1.DLG,4,1,Wmart1 (4),61548,61551,No
WMART2.DLG,4,1,Wmart2 (4),61544,61547,No
WOMAND.DLG,4,1,Womand (4),9288,9291,No
WORKER02.DLG,4,1,Worker02 (4),30150,30154,No
YESLIJ.DLG,4,2,Escort2 (2); Yeslij (2),16695,17210,No
YUSUF.DLG,4,1,Yusuf (4),25523,25816,No
AGNASI.DLG,3,1,Agnasi (3),15225,15227,No
AHAMMED.DLG,3,1,Ahammed (3),36455,36458,No
ALORAJ.DLG,3,1,Aloraj (3),16626,16628,No
ALYNAR.DLG,3,1,Alynar (3),40839,40841,No
AMCAPT01.DLG,3,1,Amcapt01 (3),71670,71672,No
AMGIRL01.DLG,3,1,Amgirl01 (3),67204,67207,No
AMINTB01.DLG,3,1,Amintb01 (3),71659,71661,No
ANNO1.DLG,3,1,Anno1 (3),15466,16964,No
BDAUD01.DLG,3,1,Bdaud01 (3),42031,42037,No
BDAUD02.DLG,3,1,Bdaud02 (3),42032,42038,No
BDAUD03.DLG,3,1,Bdaud03 (3),42033,42039,No
BDGOPH02.DLG,3,1,Bdgoph02 (3),61153,61155,No
BHGHOUL1.DLG,3,1,Bhghoul1 (3),23282,23286,No
BODYG1.DLG,3,1,Bodyg1 (3),29588,29590,No
C6DRIZZ2.DLG,3,1,C6Drizz2 (3),53484,55916,No
C6ERIC.DLG,3,1,C6Eric (3),53485,55918,No
C6WILL.DLG,3,1,C6Eric (3),53485,55918,No
CEDELICH.DLG,3,1,Cedelich (3),9044,9046,No
CELICH.DLG,3,1,Celich (3),9004,9016,No
CHALPC01.DLG,3,1,Chalpc01 (3),72101,72103,No
CROLUS.DLG,3,1,Crolus (3),40842,40844,No
CSHECK1.DLG,3,1,Csheck1 (3),10616,20839,No
CSHECK3.DLG,3,1,Csheck3 (3),10618,20848,No
CSIMOEN.DLG,3,1,Csimoen (3),16797,39164,No
CSSUPP1.DLG,3,1,Cssupp1 (3),20831,20846,No
CSSUPP2.DLG,3,1,Cssupp2 (3),20834,20849,No
CSSUPP3.DLG,3,1,Cssupp3 (3),20841,20850,No
DADROW13.DLG,3,1,Dadrow13 (3),56807,56813,No
DAGITH2.DLG,3,1,Dagith2 (3),57277,57283,No
DASLAVE2.DLG,3,1,Daslave2 (3),56884,56887,No
DASLAVE4.DLG,3,1,Daslave4 (3),56890,56894,No
DASLAVE6.DLG,3,1,Daslave6 (3),56898,56901,No
DASLAVE7.DLG,3,1,Daslave7 (3),56902,56904,No
DDGUARD4.DLG,3,1,Ddguard4 (3),40995,60929,No
DILAK.DLG,3,1,Dilak (3),19289,19291,No
DMSTORE.DLG,3,1,Dmrest (3),55832,55834,No
DOPDUR1.DLG,3,2,Dopdur1 (2); Cerndj (1),20808,20810,No
DOPDUR2.DLG,3,2,Dopdur2 (2); Aerie (1),20811,20813,No
DROWWA.DLG,3,1,Drowwa (3),8385,8430,No
DRSTATU3.DLG,3,1,Drstatu3 (3),59656,59674,No
ELEARB08.DLG,3,1,Elearb08 (3),47964,47966,No
ELEARB09.DLG,3,1,Elearb09 (3),47967,47969,No
FECOOK.DLG,3,3,Fecook (1); Anomen (1); Cerndj (1),3418,8990,No
FIRAMB01.DLG,3,1,Firamb01 (3),49382,49394,No
FLAM11.DLG,3,3,Bminsc (1); Bedwin (1); Flam11 (1),7549,9009,No
FLAM6.DLG,3,2,Bedwin (2); Celich (1),7476,9016,No
FLAM8.DLG,3,2,Flam8 (2); Cerndj (1),7524,9013,No
GAMES2.DLG,3,1,Games2 (3),8362,8364,No
GUARCA.DLG,3,3,Guarca (1); Edwinw (1); Ceglut (1),2380,9030,No
GYLLIA.DLG,3,1,Gyllia (3),19515,19519,No
HAQUATG.DLG,3,1,Haquatg (3),30743,30745,No
HELMKNI1.DLG,3,1,Helmkni1 (3),28164,28166,No
HLSHADE.DLG,3,1,Hlshade (3),55970,55972,No
HOUSG5.DLG,3,2,Bedwin (2); Housg5 (1),7586,9258,No
IRETHF02.DLG,3,1,Irethf02 (3),52371,52376,No
IRON4.DLG,3,3,Iron4 (1); Anomen (1); Bjan (1),3895,9217,No
IRON6.DLG,3,3,Iron6 (1); Byoshim (1); Bjan (1),3983,9215,No
IRON8.DLG,3,3,Iron8 (1); Edwin (1); Bjan (1),4301,9212,No
IRONGU.DLG,3,1,Irongu (3),3797,9237,No
IRONHO.DLG,3,3,Baronp (1); Edwin (1); Ironho (1),1457,9210,No
KAYSMG01.DLG,3,1,Kaysmg01 (3),31726,59859,No
KINDAI.DLG,3,1,Kindai (3),2313,2316,No
LATKNI01.DLG,3,1,Latkni01 (3),28144,28154,No
LOUTM01.DLG,3,1,Loutm01 (3),28646,28654,No
LOUTM03.DLG,3,1,Loutm03 (3),28669,28671,No
LTALOS.DLG,3,1,Ltalos (3),26568,26570,No
MCOOK4.DLG,3,2,Mcook4 (2); Banomen (1),8242,9184,No
MCOOK6.DLG,3,2,Mcook6 (2); Keldor (1),8318,9182,No
MCOOK.DLG,3,2,Mcook (2); Bhaerda (1),3377,9187,No
MGASS01.DLG,3,1,Mgass01 (3),42269,42296,No
MIRROR.DLG,3,1,Mirror (3),23343,23345,No
MUGGER2.DLG,3,2,Forthe (2); Mugger2 (1),19525,19743,No
MUGGER4.DLG,3,2,Forthe (2); Keshee (1),19738,19744,No
NARRAT2.DLG,3,2,Narrat2 (2); Bernard (1),1604,20702,Yes
NOBL2.DLG,3,3,Baerie (1); Edwin (1); Keldorn (1),3340,9140,No
NOSFER.DLG,3,1,Lavok (3),18702,18711,No
OGRED.DLG,3,3,Keldorn (1); Ogred (1); Byoshim (1),9277,9279,No
OHBGUA11.DLG,3,1,Ohbgua11 (3),92936,92939,No
OHBNPC01.DLG,3,2,Bvicon25 (2); Ohbnpc01 (1),70082,74316,No
OHBTHASS.DLG,3,1,Ohbthass (3),90424,90450,No
OHBWING2.DLG,3,1,Ohbwing2 (3),102775,102777,No
OHNBELLO.DLG,3,1,Ohbbello (3),90888,92084,Yes
OHNHUEGR.DLG,3,1,Ohbhuegr (3),92710,96012,No
OHNPOTME.DLG,3,1,Ohnpotme (3),91672,91674,No
OHNSCRME.DLG,3,1,Ohnscrme (3),91675,91677,No
OHNSDWM.DLG,3,2,Ohbsdwm (2); Ohbgezzt (1),91944,92702,Yes
OHNSUB11.DLG,3,1,Ohnsub11 (3),93142,93150,No
OHNSUB13.DLG,3,2,Ohnsub11 (2); Ohnsub13 (1),93145,93150,No
OHNSUB34.DLG,3,2,Ohnsub11 (2); Ohnsub34 (1),93144,93150,No
OHNSUB42.DLG,3,2,Ohnsub11 (2); Ohnsub42 (1),93135,93150,No
OHNSUB5.DLG,3,2,Ohnsub11 (2); Ohnsub5 (1),93143,93150,No
OHNTHKNI.DLG,3,1,Ohnthkni (3),93277,93281,No
OHNWANME.DLG,3,1,Ohnwanme (3),91678,91680,No
OHROVS2.DLG,3,1,Ohrovs2 (3),82671,84784,No
OHRSGMA2.DLG,3,2,Ohrsgma2 (2); Ohrsgma1 (1),82907,82921,No
OHRYXTRA.DLG,3,2,Ohryxtra (2); Drunk1 (1),15278,83134,No
PFREE.DLG,3,1,Pfree (3),62056,62058,No
PIRMUR07.DLG,3,1,Pirmur07 (3),54618,54633,No
PIRPIR03.DLG,3,1,Pirpir03 (3),48081,48084,No
PIRSAL01.DLG,3,1,Pirsal01 (3),48273,48275,No
PIRSAL02.DLG,3,1,Pirsal02 (3),48270,48272,No
